Date,Median Sale Price,Average Sale Price,County
Oct-21,306832.5,327424.16,Tolland
Nov-21,282012.85,291009.95,Tolland
Dec-21,280478.2,305306.79,Tolland
Jan-22,253333,295447.44,Tolland
Feb-22,250000,259192.04,Tolland
Mar-22,255000,277014.74,Tolland
Apr-22,261000,264968.49,Tolland
May-22,278750,292388.59,Tolland
Jun-22,296500,322488.28,Tolland
Jul-22,325000,330657.8,Tolland
Aug-22,289000,317642.04,Tolland
Sep-22,301000,320356.99,Tolland
Oct-22,289900,303814.4,Tolland
Jan-01,164947.59,188106.85,Windham
Feb-01,185075,184633.47,Windham
Mar-01,168308.9,177968.62,Windham
Apr-01,167660.94,167338.61,Windham
May-01,189529.76,197962.84,Windham
Jun-01,182240.15,200825.96,Windham
Jul-01,190258.72,214777.91,Windham
Aug-01,186289.93,198184.73,Windham
Sep-01,194227.5,201874.02,Windham
Oct-01,183860.06,199650.64,Windham
Nov-01,199249.23,199295.02,Windham
Dec-01,194389.49,190688.7,Windham
Jan-02,191176.95,201893.99,Windham
Feb-02,175391.7,192621.74,Windham
Mar-02,184958.52,196782.97,Windham
Apr-02,180175.11,185218.35,Windham
May-02,184958.52,205212.2,Windham
Jun-02,202497.69,218383.3,Windham
Jul-02,207281.1,231675.55,Windham
Aug-02,207201.37,227651.86,Windham
Sep-02,205208.29,224195.3,Windham
Oct-02,202497.69,222904.74,Windham
Nov-02,207281.1,218339.01,Windham
Dec-02,208875.57,219016.68,Windham
Jan-03,208859.39,237620.87,Windham
Feb-03,217431.98,218909.59,Windham
Mar-03,198338.49,209119.52,Windham
Apr-03,210418.04,219217.74,Windham
May-03,218133.37,240924.65,Windham
Jun-03,233797.83,252843.61,Windham
Jul-03,233797.83,258991.21,Windham
Aug-03,229121.87,249706.29,Windham
Sep-03,233641.96,234423.41,Windham
Oct-03,235356.48,252100.03,Windham
Nov-03,236915.13,251595.13,Windham
Dec-03,236330.64,253533.03,Windham
Jan-04,220132.37,230304.61,Windham
Feb-04,220132.37,225120.72,Windham
Mar-04,235313.92,250854.34,Windham
Apr-04,239488.84,248226.45,Windham
May-04,259604.39,263168.82,Windham
Jun-04,265677,286982.44,Windham
Jul-04,257934.42,280139.45,Windham
Aug-04,257934.42,273407.42,Windham
Sep-04,273267.78,284290.45,Windham
Oct-04,280858.55,306020.29,Windham
Nov-04,273267.78,297829.69,Windham
Dec-04,284881.66,294838.39,Windham
Jan-05,280525.46,295076.68,Windham
Feb-05,249608.91,265752.58,Windham
Mar-05,264369.55,287839.14,Windham
Apr-05,277588.02,312835.33,Windham
May-05,293743.94,307091.48,Windham
Jun-05,279056.74,293719.18,Windham
Jul-05,301748.46,315430.3,Windham
Aug-05,290806.5,318177.58,Windham
Sep-05,293743.94,312174.37,Windham
Oct-05,301014.1,316787.58,Windham
Nov-05,292642.4,316432.9,Windham
Dec-05,293597.07,327528.36,Windham
Jan-06,278883.2,293584.61,Windham
Feb-06,297380.55,321091.08,Windham
Mar-06,270986.25,279898.74,Windham
Apr-06,291689.06,313927.8,Windham
May-06,298803.42,312757.5,Windham
Jun-06,300226.3,347178.34,Windham
Jul-06,296669.11,316279.63,Windham
Aug-06,308123.24,303016.96,Windham
Sep-06,283151.82,291577.48,Windham
Oct-06,290195.04,304896.79,Windham
Nov-06,295246.24,294579.58,Windham
Dec-06,300226.3,303612.23,Windham
Jan-07,287699.13,273874.29,Windham
Feb-07,283549.62,285417.57,Windham
Mar-07,269717.93,294113.65,Windham
Apr-07,289082.3,303866.4,Windham
May-07,279296.38,278311.71,Windham
Jun-07,294352.17,291597.36,Windham
Jul-07,283549.62,296408.72,Windham
Aug-07,272484.27,299732.08,Windham
Sep-07,290465.47,297344.4,Windham
Oct-07,283549.62,304167.86,Windham
Nov-07,267643.18,285388.49,Windham
Dec-07,281129.08,294598.4,Windham
Jan-08,237956.05,253710.14,Windham
Feb-08,245150.69,244489.26,Windham
Mar-08,239821.33,253334.31,Windham
Apr-08,246483.03,259208.98,Windham
May-08,219836.22,234461.09,Windham
Jun-08,255809.42,267518.81,Windham
Jul-08,243085.56,279102.38,Windham
Aug-08,242486.01,241529.3,Windham
Sep-08,226164.84,242957.02,Windham
Oct-08,235824.31,231889.6,Windham
Nov-08,229828.77,247469.5,Windham
Dec-08,221002.02,250454.32,Windham
Jan-09,202832.49,254755.56,Windham
Feb-09,203218.11,220934.1,Windham
Mar-09,223215.99,230113.33,Windham
Apr-09,217869.5,217583.96,Windham
May-09,219540.28,231287.97,Windham
Jun-09,226490.71,221506.55,Windham
Jul-09,233908.97,243633.91,Windham
Aug-09,213191.32,223800.14,Windham
Sep-09,213859.63,216658.98,Windham
Oct-09,209849.76,235501.65,Windham
Nov-09,222480.85,233943,Windham
Dec-09,231904.04,260177.58,Windham
Jan-10,197265.02,203835.96,Windham
Feb-10,219555.97,242653.99,Windham
Mar-10,202130.89,218866.38,Windham
Apr-10,199237.67,217489.07,Windham
May-10,225868.45,245930.29,Windham
Jun-10,204432.32,218554.75,Windham
Jul-10,197265.02,212758.98,Windham
Aug-10,198580.12,202412.95,Windham
Sep-10,189374.42,194323.49,Windham
Oct-10,216991.53,231194.96,Windham
Nov-10,190689.52,209703.55,Windham
Dec-10,192004.62,191085.37,Windham
Jan-11,184884.78,182327.3,Windham
Feb-11,173409.18,180902.61,Windham
Mar-11,162571.1,202487.79,Windham
Apr-11,175640.54,191067.73,Windham
May-11,183609.72,197817.3,Windham
Jun-11,186159.85,190253.45,Windham
Jul-11,180549.55,179145.89,Windham
Aug-11,196360.39,207606.95,Windham
Sep-11,203883.29,214185.19,Windham
Oct-11,193810.26,190413.38,Windham
Nov-11,188709.99,189807.39,Windham
Dec-11,191260.12,190621.47,Windham
Jan-12,168637.92,185122.69,Windham
Feb-12,172947.56,185104.21,Windham
Mar-12,150524.96,177021.91,Windham
Apr-12,149900.38,160029.72,Windham
May-12,181129.62,187993.28,Windham
Jun-12,176944.9,187998.76,Windham
Jul-12,186750.88,192144.26,Windham
Aug-12,195432.61,193820.72,Windham
Sep-12,187375.47,184865.28,Windham
Oct-12,187375.47,199378.28,Windham
Nov-12,187375.47,194431.36,Windham
Dec-12,156146.22,167742.82,Windham
Jan-13,166201.46,182820.52,Windham
Feb-13,174819.31,189450.68,Windham
Mar-13,172357.07,190291.17,Windham
Apr-13,164354.77,175474.19,Windham
May-13,184668.28,187968.86,Windham
Jun-13,196979.5,213942.09,Windham
Jul-13,184606.73,210582.94,Windham
Aug-13,190762.34,195996,Windham
Sep-13,184606.73,192816.28,Windham
Oct-13,184545.17,204552.47,Windham
Nov-13,184668.28,192791.28,Windham
Dec-13,163123.65,179178.58,Windham
Jan-14,167193.87,171804.59,Windham
Feb-14,161741.89,170900.24,Windham
Mar-14,175614.14,189231.68,Windham
Apr-14,167133.29,179405.96,Windham
May-14,187790.21,204192.05,Windham
Jun-14,173857.39,188370.26,Windham
Jul-14,179915.14,194645.9,Windham
Aug-14,186578.66,190900.21,Windham
Sep-14,174220.85,184011.51,Windham
Oct-14,157501.47,158827.66,Windham
Nov-14,175674.71,188903.63,Windham
Dec-14,164649.61,185030.86,Windham
Jan-15,157189.9,173873.11,Windham
Feb-15,163361.33,173382.78,Windham
Mar-15,177095.78,186479.02,Windham
Apr-15,169411.74,186307.74,Windham
May-15,172920.99,199734.95,Windham
Jun-15,207529.39,218546.75,Windham
Jul-15,185505.86,200399.58,Windham
Aug-15,199663.84,208478.34,Windham
Sep-15,186224.65,206874.33,Windham
Oct-15,199663.84,212188.28,Windham
Nov-15,169411.74,185924.56,Windham
Dec-15,183630.23,189697.6,Windham
Jan-16,171772.58,178099.98,Windham
Feb-16,173266.26,187018.96,Windham
Mar-16,160121.92,173126.66,Windham
Apr-16,161316.86,182184.3,Windham
May-16,188800.47,199027.73,Windham
Jun-16,189995.41,200036.91,Windham
Jul-16,215089.15,220970.99,Windham
Aug-16,203139.75,213222.35,Windham
Sep-16,194775.17,189441.94,Windham
Oct-16,197165.05,210715.59,Windham
Nov-16,185215.65,185896.02,Windham
Dec-16,174461.2,184731.96,Windham
Jan-17,179010.27,190554.37,Windham
Feb-17,197145.3,200744.72,Windham
Mar-17,174330.26,184602.85,Windham
Apr-17,175383.26,183155.33,Windham
May-17,187200.28,202326.88,Windham
Jun-17,204750.31,215994.9,Windham
Jul-17,193342.79,256881.83,Windham
Aug-17,202410.3,219372.36,Windham
Sep-17,204867.31,215637.18,Windham
Oct-17,223470.34,230742.57,Windham
Nov-17,175500.26,207727.9,Windham
Dec-17,207675.31,211292.97,Windham
Jan-18,185598.97,194480.95,Windham
Feb-18,188454.34,195428.88,Windham
Mar-18,188454.34,207547.29,Windham
Apr-18,182743.6,206181.95,Windham
May-18,199875.81,216230.23,Windham
Jun-18,222718.76,224724.2,Windham
Jul-18,199875.81,217287.4,Windham
Aug-18,205529.44,212016.54,Windham
Sep-18,218093.07,218076.13,Windham
Oct-18,188625.66,202331.4,Windham
Nov-18,201017.96,207072.31,Windham
Dec-18,194165.08,203220.75,Windham
Jan-19,193179.18,216879.38,Windham
Feb-19,180109.86,182591.69,Windham
Mar-19,164796.88,175877.4,Windham
Apr-19,190598.97,193281.92,Windham
May-19,201873.37,209173.73,Windham
Jun-19,224366.07,223480.12,Windham
Jul-19,217074.17,227556.94,Windham
Aug-19,207538.61,220229.2,Windham
Sep-19,207538.61,218438.04,Windham
Oct-19,207538.61,219682.29,Windham
Nov-19,205294.95,217399.37,Windham
Dec-19,210062.73,216682.44,Windham
Jan-20,206364.44,217128.7,Windham
Feb-20,198331.46,208903.09,Windham
Mar-20,217089.85,216756.5,Windham
Apr-20,237111.35,234276.91,Windham
May-20,241044.74,243806.15,Windham
Jun-20,213289.4,232757.63,Windham
Jul-20,244867.3,243821.03,Windham
Aug-20,249299.3,276124.12,Windham
Sep-20,251515.3,262120.27,Windham
Oct-20,245975.3,262823.12,Windham
Nov-20,254839.3,274174.65,Windham
Dec-20,234895.4,259276.88,Windham
Jan-21,216973.7,231693.4,Windham
Feb-21,240258.65,256126.76,Windham
Mar-21,238141.8,248413.83,Windham
Apr-21,244492.25,255907.26,Windham
May-21,238141.8,252473.62,Windham
Jun-21,259839.2,270935.8,Windham
Jul-21,275133.2,289984.63,Windham
Aug-21,264602,278810.39,Windham
Sep-21,264602,288567.15,Windham
Oct-21,264602,280938.02,Windham
Nov-21,268306.45,277760.62,Windham
Dec-21,254018,258796.97,Windham
Jan-22,240000,265245.36,Windham
Feb-22,219950,239562.42,Windham
Mar-22,241000,254514.68,Windham
Apr-22,235000,245296.48,Windham
May-22,270000,289861.73,Windham
Jun-22,280000,298865.77,Windham
Jul-22,269500,275570.17,Windham
Aug-22,305000,312870.58,Windham
Sep-22,265000,272930.62,Windham
Oct-22,267750,280328.91,Windham
