Date,Median Sale Price,Average Sale Price,County
Jan-09,247275.2,288612.91,New London
Feb-09,253958.31,294511.27,New London
Mar-09,247275.2,334181.36,New London
Apr-09,277349.21,329825.14,New London
May-09,275277.44,320281.87,New London
Jun-09,268661.16,315244.52,New London
Jul-09,287373.88,318089.7,New London
Aug-09,265319.6,309378.91,New London
Sep-09,267324.54,312213.3,New London
Oct-09,266589.39,326030.72,New London
Nov-09,267992.85,304312.47,New London
Dec-09,252621.69,285567.14,New London
Jan-10,249869.03,268612.76,New London
Feb-10,255786.98,320779.95,New London
Mar-10,286691.83,349834.84,New London
Apr-10,263020.03,310570.64,New London
May-10,276171.03,311805.35,New London
Jun-10,263020.03,324767.77,New London
Jul-10,236718.03,310005.45,New London
Aug-10,282088.98,343001.54,New London
Sep-10,276171.03,313572.49,New London
Oct-10,298527.73,334219.63,New London
Nov-10,246581.28,320564.77,New London
Dec-10,260389.83,359252.06,New London
Jan-11,248638.16,306533.96,New London
Feb-11,242262.82,296322.85,New London
Mar-11,216761.47,273829.39,New London
Apr-11,229512.14,253501.6,New London
May-11,229512.14,290955.39,New London
Jun-11,239075.15,359028.06,New London
Jul-11,233337.35,373534.45,New London
Aug-11,260113.76,306259.4,New London
Sep-11,247299.34,299128.3,New London
Oct-11,225686.94,295713.89,New London
Nov-11,232699.81,277918.55,New London
Dec-11,242262.82,283874.93,New London
Jan-12,218604.71,274017.72,New London
Feb-12,227192.76,254784.09,New London
Mar-12,247960.2,289812.25,New London
Apr-12,262575.49,321879.12,New London
May-12,274817.35,317716.69,New London
Jun-12,246398.74,295915.67,New London
Jul-12,281063.2,323513.21,New London
Aug-12,234843.92,295357.17,New London
Sep-12,256079.81,276745.64,New London
Oct-12,238192.95,292296.28,New London
Nov-12,243588.11,298144.51,New London
Dec-12,212358.86,279544.82,New London
Jan-13,196979.5,227050.27,New London
Feb-13,196979.5,235471.72,New London
Mar-13,227757.55,311829.51,New London
Apr-13,221601.94,271516.02,New London
May-13,235759.84,269447.44,New London
Jun-13,248932.85,276629.02,New London
Jul-13,246224.38,298386.71,New London
Aug-13,257920.04,302785.13,New London
Sep-13,243146.57,287444.24,New London
Oct-13,255396.24,288414.33,New London
Nov-13,215446.33,254292.15,New London
Dec-13,215446.33,289491.08,New London
Jan-14,194090.27,278685.51,New London
Feb-14,190758.51,220972.3,New London
Mar-14,205963.46,239352.13,New London
Apr-14,199905.71,243638.23,New London
May-14,230194.45,278986.7,New London
Jun-14,236252.2,286249.47,New London
Jul-14,227771.35,273079.33,New London
Aug-14,236870.09,273091.18,New London
Sep-14,242309.95,301525.85,New London
Oct-14,216867.41,282448.4,New London
Nov-14,228982.9,276158.49,New London
Dec-14,229588.68,272007.98,New London
Jan-15,214532.75,263651.6,New London
Feb-15,187563,226574.49,New London
Mar-15,208739.47,256551.1,New London
Apr-15,199663.84,257636.59,New London
May-15,240504.17,292305.49,New London
Jun-15,217815.1,262485.5,New London
Jul-15,260168.04,296389.29,New London
Aug-15,228705.86,273648.19,New London
Sep-15,211764.68,258286.62,New London
Oct-15,189983.17,239948.51,New London
Nov-15,214789.89,264912.21,New London
Dec-15,204504.18,248275.02,New London
Jan-16,200749.87,238259.13,New London
Feb-16,213894.21,224009.85,New London
Mar-16,203020.25,232047.28,New London
Apr-16,191190.35,234287.09,New London
May-16,223453.72,275536.5,New London
Jun-16,230623.36,265994.74,New London
Jul-16,230324.63,256888.22,New London
Aug-16,246157.58,280308.31,New London
Sep-16,224887.65,264718.33,New London
Oct-16,233013.24,300510.81,New London
Nov-16,203737.22,244071.16,New London
Dec-16,236299.33,283636.83,New London
Jan-17,214636.82,231957.64,New London
Feb-17,218701.99,244487.37,New London
Mar-17,192933.29,225770.65,New London
Apr-17,217678.83,249861.33,New London
May-17,222300.33,263096.19,New London
Jun-17,247279.87,281650.36,New London
Jul-17,251550.38,271175.18,New London
Aug-17,236340.35,275270.34,New London
Sep-17,245583.37,286254.88,New London
Oct-17,260910.39,316981.15,New London
Nov-17,223177.83,292131.41,New London
Dec-17,245700.37,276656.72,New London
Jan-18,207870.85,229143.12,New London
Feb-18,211868.36,250769.24,New London
Mar-18,221005.54,253381.37,New London
Apr-18,222718.76,267875.5,New London
May-18,239856.69,285601.06,New London
Jun-18,245561.71,284972.01,New London
Jul-18,249559.23,299487.83,New London
Aug-18,248988.16,297733.62,New London
Sep-18,210726.21,262587.92,New London
Oct-18,234140.24,271090.68,New London
Nov-18,229571.65,271938.76,New London
Dec-18,221005.54,254199.3,New London
Jan-19,229975.22,266247.29,New London
Feb-19,224366.07,248382.46,New London
Mar-19,221701.72,277951.84,New London
Apr-19,229975.22,269395.03,New London
May-19,241193.52,285525.4,New London
Jun-19,259142.81,280627.83,New London
Jul-19,252411.83,298903.06,New London
Aug-19,246802.67,282778.74,New London
Sep-19,241193.52,292390.94,New London
Oct-19,233060.25,281445.81,New London
Nov-19,232779.8,282051.04,New London
Dec-19,246802.67,265978.94,New London
Jan-20,227139.38,263164.22,New London
Feb-20,220934.6,241787.49,New London
Mar-20,232125.37,258236.75,New London
Apr-20,251459.92,286906.69,New London
May-20,256445.9,286873.16,New London
Jun-20,265919.3,317572.15,New London
Jul-20,278107.2,321871.32,New London
Aug-20,279492.2,318828.59,New London
Sep-20,297386.4,356495.89,New London
Oct-20,288079.2,366659.81,New London
Nov-20,287968.4,351737.4,New London
Dec-20,276999.2,352458.53,New London
Jan-21,237083.4,295149.98,New London
Feb-21,264602,316526.13,New London
Mar-21,252959.5,302797.44,New London
Apr-21,264602,314572.95,New London
May-21,278731.75,343142.03,New London
Jun-21,296354.3,329630.03,New London
Jul-21,291062.2,344333.69,New London
Aug-21,301646.3,357802.7,New London
Sep-21,284182.6,327060.53,New London
Oct-21,285770.2,351271.75,New London
Nov-21,284711.8,335271.11,New London
Dec-21,291856,337766.46,New London
Jan-22,265000,297195.49,New London
Feb-22,251000,299886.64,New London
Mar-22,264944,323800.9,New London
Apr-22,260000,315557.42,New London
May-22,288000,321838.45,New London
Jun-22,302500,353586.35,New London
Jul-22,275000,330713.08,New London
Aug-22,300000,339756.58,New London
Sep-22,300000,358295.9,New London
Oct-22,300000,346221.14,New London
Jan-01,228407.66,364844.7,Connecticut
Feb-01,228407.66,372080.95,Connecticut
Mar-01,231647.48,359198.04,Connecticut
Apr-01,234887.31,359050.49,Connecticut
May-01,242986.87,356798.62,Connecticut
Jun-01,259185.99,398535.99,Connecticut
Jul-01,259185.99,390351.26,Connecticut
Aug-01,267285.55,413277.68,Connecticut
Sep-01,255946.17,364211.19,Connecticut
Oct-01,249025.09,343108.63,Connecticut
Nov-01,244606.78,344026.1,Connecticut
Dec-01,245416.74,354600.32,Connecticut
Jan-02,246983.4,362848.13,Connecticut
Feb-02,239090.77,353348.71,Connecticut
Mar-02,250331.79,383665.97,Connecticut
Apr-02,247142.85,360669.11,Connecticut
May-02,263087.55,401555.25,Connecticut
Jun-02,279510.59,440390.81,Connecticut
Jul-02,285410.13,455243.92,Connecticut
Aug-02,294976.95,440800.35,Connecticut
Sep-02,274567.73,400298.25,Connecticut
Oct-02,276640.54,394888.45,Connecticut
Nov-02,272654.37,396788.33,Connecticut
Dec-02,271059.9,384308.12,Connecticut
Jan-03,268088.17,406638.58,Connecticut
Feb-03,258736.26,367034.34,Connecticut
Mar-03,264970.87,376867.99,Connecticut
Apr-03,280557.39,402839.75,Connecticut
May-03,291467.96,419911.5,Connecticut
Jun-03,308613.13,451908.35,Connecticut
Jul-03,323420.33,474278.01,Connecticut
Aug-03,327316.96,482163.86,Connecticut
Sep-03,307054.48,439965.36,Connecticut
Oct-03,294585.26,418631.09,Connecticut
Nov-03,303859.24,427232.24,Connecticut
Dec-03,303937.17,425506.98,Connecticut
Jan-04,295888.27,446619.46,Connecticut
Feb-04,276304.08,433637.04,Connecticut
Mar-04,295888.27,426328.27,Connecticut
Apr-04,308185.32,478284.76,Connecticut
May-04,333842.13,480108.15,Connecticut
Jun-04,347657.34,505206.4,Connecticut
Jul-04,358284.42,529710.49,Connecticut
Aug-04,356766.26,524274.72,Connecticut
Sep-04,340066.56,490068,Connecticut
Oct-04,333993.95,470711.8,Connecticut
Nov-04,340066.56,476902.41,Connecticut
Dec-04,341584.72,479282.16,Connecticut
Jan-05,333399.37,483470.43,Connecticut
Feb-05,315774.74,475282.42,Connecticut
Mar-05,330461.93,473585.26,Connecticut
Apr-05,342211.69,496693.34,Connecticut
May-05,355430.17,506832.11,Connecticut
Jun-05,372907.93,539660.27,Connecticut
Jul-05,389210.72,567013.16,Connecticut
Aug-05,383321.15,567938.89,Connecticut
Sep-05,364242.49,513218.25,Connecticut
Oct-05,360570.69,499172.58,Connecticut
Nov-05,364242.49,500599.27,Connecticut
Dec-05,367179.92,515793.32,Connecticut
Jan-06,348603.99,508752.73,Connecticut
Feb-06,341489.63,494058.39,Connecticut
Mar-06,355718.36,514921.72,Connecticut
Apr-06,354295.49,494263.88,Connecticut
May-06,358564.11,520057.82,Connecticut
Jun-06,377061.46,547827.09,Connecticut
Jul-06,377061.46,542498.34,Connecticut
Aug-06,369804.81,516486.61,Connecticut
Sep-06,362832.73,490983.53,Connecticut
Oct-06,353939.77,467607.71,Connecticut
Nov-06,354295.49,479439,Connecticut
Dec-06,355718.36,500544.77,Connecticut
Jan-07,344409.05,518898.48,Connecticut
Feb-07,337493.21,490289.13,Connecticut
Mar-07,349941.73,523377.59,Connecticut
Apr-07,355197.77,524036.99,Connecticut
May-07,366401.44,557154.9,Connecticut
Jun-07,387148.97,586893.36,Connecticut
Jul-07,380371.44,587299.5,Connecticut
Aug-07,377605.11,558502.54,Connecticut
Sep-07,345792.22,498762.94,Connecticut
Oct-07,345792.22,480681.78,Connecticut
Nov-07,345792.22,523690.37,Connecticut
Dec-07,335764.25,482260.86,Connecticut
Jan-08,309103.04,436936.84,Connecticut
Feb-08,312433.9,460288.92,Connecticut
Mar-08,314032.71,445631.07,Connecticut
Apr-08,319761.77,463886.85,Connecticut
May-08,319761.77,458690.97,Connecticut
Jun-08,338081.45,503879.65,Connecticut
Jul-08,345475.95,517566.47,Connecticut
Aug-08,332951.94,507243.68,Connecticut
Sep-08,313100.07,432829.61,Connecticut
Oct-08,299776.66,403782.07,Connecticut
Nov-08,289451.02,381956.07,Connecticut
Dec-08,275128.36,366143.01,Connecticut
Jan-09,261817.65,358336.8,Connecticut
Feb-09,260641.42,356511.33,Connecticut
Mar-09,267324.54,373839.04,Connecticut
Apr-09,267324.54,361864.18,Connecticut
May-09,283739.6,382647.61,Connecticut
Jun-09,306086.59,424422.59,Connecticut
Jul-09,308626.18,443048.14,Connecticut
Aug-09,302076.73,433624.37,Connecticut
Sep-09,287373.88,408174.57,Connecticut
Oct-09,287373.88,407313.22,Connecticut
Nov-09,287373.88,386237.08,Connecticut
Dec-09,287373.88,413773.44,Connecticut
Jan-10,264475.85,423543.79,Connecticut
Feb-10,263020.03,393572.92,Connecticut
Mar-10,276171.03,399283.69,Connecticut
Apr-10,278472.46,419376.82,Connecticut
May-10,289190.52,405661.93,Connecticut
Jun-10,308719.76,449091.85,Connecticut
Jul-10,302473.04,506189.86,Connecticut
Aug-10,315229.51,482687.85,Connecticut
Sep-10,289322.03,431357.65,Connecticut
Oct-10,299185.28,438264.95,Connecticut
Nov-10,289322.03,421659.69,Connecticut
Dec-10,286691.83,453735.98,Connecticut
Jan-11,265214.03,425918.24,Connecticut
Feb-11,255013.49,397891.21,Connecticut
Mar-11,244812.95,379478.34,Connecticut
Apr-11,266489.1,431122.58,Connecticut
May-11,280514.84,468815.6,Connecticut
Jun-11,305378.66,505018.08,Connecticut
Jul-11,289376.56,448128.98,Connecticut
Aug-11,286890.18,441564.79,Connecticut
Sep-11,279558.54,417950.61,Connecticut
Oct-11,245131.72,354118.54,Connecticut
Nov-11,256288.56,369673.84,Connecticut
Dec-11,249913.22,358935.84,Connecticut
Jan-12,226724.32,348308.55,Connecticut
Feb-12,224850.56,334089.27,Connecticut
Mar-12,238591.43,351082.48,Connecticut
Apr-12,249833.96,354744.77,Connecticut
May-12,264824,393675.87,Connecticut
Jun-12,285747.59,449712.12,Connecticut
Jul-12,287309.05,436853.29,Connecticut
Aug-12,277593.63,425343.21,Connecticut
Sep-12,254518.35,392358.53,Connecticut
Oct-12,256079.81,355606.56,Connecticut
Nov-12,247571.71,370559.75,Connecticut
Dec-12,254830.64,439966.12,Connecticut
Jan-13,226526.43,343285.22,Connecticut
Feb-13,226526.43,349100.54,Connecticut
Mar-13,232682.04,356816.86,Connecticut
Apr-13,248686.62,374341.98,Connecticut
May-13,273001.28,429641.3,Connecticut
Jun-13,289313.65,464801.05,Connecticut
Jul-13,295469.25,445276.69,Connecticut
Aug-13,295469.25,438228.62,Connecticut
Sep-13,264691.21,377940.87,Connecticut
Oct-13,258535.6,353087.95,Connecticut
Nov-13,246224.38,379969.61,Connecticut
Dec-13,252379.99,399543.55,Connecticut
Jan-14,226559.8,346525.36,Connecticut
Feb-14,220926.1,332731.36,Connecticut
Mar-14,218078.96,335706.75,Connecticut
Apr-14,237463.75,373716.94,Connecticut
May-14,260483.2,412100.16,Connecticut
Jun-14,279867.99,433390.75,Connecticut
Jul-14,281214.02,418042.8,Connecticut
Aug-14,278656.44,428924.84,Connecticut
Sep-14,249579.25,365178.41,Connecticut
Oct-14,244733.05,366450.88,Connecticut
Nov-14,248791.74,371663.47,Connecticut
Dec-14,235040.65,371618.09,Connecticut
Jan-15,224470.56,345393.97,Connecticut
Feb-15,220840.31,347873.12,Connecticut
Mar-15,229915.94,337334.1,Connecticut
Apr-15,234756.28,367478.19,Connecticut
May-15,262799.97,397256.49,Connecticut
Jun-15,278319.3,426871.26,Connecticut
Jul-15,280739.46,418739.45,Connecticut
Aug-15,272268.88,396176.3,Connecticut
Sep-15,260168.04,366286.11,Connecticut
Oct-15,242016.78,360175.48,Connecticut
Nov-15,235966.36,343532.44,Connecticut
Dec-15,241895.77,340162.69,Connecticut
Jan-16,233013.24,340987.72,Connecticut
Feb-16,223453.72,323816.76,Connecticut
Mar-16,225246.13,323747.8,Connecticut
Apr-16,238987.94,348273.16,Connecticut
May-16,259301.91,361730.89,Connecticut
Jun-16,274836.13,412935.95,Connecticut
Jul-16,274836.13,379152.93,Connecticut
Aug-16,274836.13,371682.85,Connecticut
Sep-16,262767.24,357903.5,Connecticut
Oct-16,252132.28,360088.97,Connecticut
Nov-16,250937.34,345757.87,Connecticut
Dec-16,249742.4,346692.02,Connecticut
Jan-17,231543.35,336662.2,Connecticut
Feb-17,228150.34,337692.58,Connecticut
Mar-17,225810.34,322417.99,Connecticut
Apr-17,239850.36,340791.18,Connecticut
May-17,254182.88,347510.79,Connecticut
Jun-17,276120.41,382040.01,Connecticut
Jul-17,278460.42,382657.17,Connecticut
Aug-17,276061.91,409266.37,Connecticut
Sep-17,260793.39,350722.09,Connecticut
Oct-17,265590.4,348496.89,Connecticut
Nov-17,254475.38,350838.74,Connecticut
Dec-17,254782.51,372573.18,Connecticut
Jan-18,234140.24,325456.54,Connecticut
Feb-18,225859.67,339964.89,Connecticut
Mar-18,239850.98,348601.86,Connecticut
Apr-18,251272.45,361928.47,Connecticut
May-18,256983.19,356481.99,Connecticut
Jun-18,284394.73,400878.88,Connecticut
Jul-18,283252.58,417276.45,Connecticut
Aug-18,277541.84,431251.64,Connecticut
Sep-18,252757.24,351328.74,Connecticut
Oct-18,249559.23,332025.64,Connecticut
Nov-18,247274.93,344614.49,Connecticut
Dec-18,251272.45,358956.64,Connecticut
Jan-19,229975.22,327409.17,Connecticut
Feb-19,224029.52,296602.01,Connecticut
Mar-19,239510.78,327797.41,Connecticut
Apr-19,246802.67,347978.35,Connecticut
May-19,266995.62,363114.9,Connecticut
Jun-19,280345.4,387294.61,Connecticut
Jul-19,280457.58,377723.57,Connecticut
Aug-19,274848.43,378084.57,Connecticut
Sep-19,261386.47,350161.6,Connecticut
Oct-19,255777.32,338308.29,Connecticut
Nov-19,256749.94,347508.72,Connecticut
Dec-19,258020.98,339848.22,Connecticut
Jan-20,247083.33,352413.59,Connecticut
Feb-20,239659.75,319072.17,Connecticut
Mar-20,259271.29,337233.91,Connecticut
Apr-20,282816.23,358439.27,Connecticut
May-20,285863.22,382084.6,Connecticut
Jun-20,293508.4,425598.31,Connecticut
Jul-20,310826.4,446235.94,Connecticut
Aug-20,325751.1,484315.44,Connecticut
Sep-20,322981.1,477262.57,Connecticut
Oct-20,317995.1,460308.98,Connecticut
Nov-20,311347.2,437127.39,Connecticut
Dec-20,310239.2,459227.83,Connecticut
Jan-21,284182.6,393701.04,Connecticut
Feb-21,280478.2,420574.89,Connecticut
Mar-21,281668.9,421838.97,Connecticut
Apr-21,297677.3,450972.99,Connecticut
May-21,312230.4,479508.52,Connecticut
Jun-21,332340.2,495536.67,Connecticut
Jul-21,333398.6,505592.93,Connecticut
Aug-21,333398.6,484581.14,Connecticut
Sep-21,309055.2,425930.32,Connecticut
Oct-21,309055.2,427607.13,Connecticut
Nov-21,306938.4,426048.15,Connecticut
Dec-21,312230.4,433527.72,Connecticut
Jan-22,275000,388570.25,Connecticut
Feb-22,282000,398196.89,Connecticut
Mar-22,285000,405611.14,Connecticut
Apr-22,300000,437059.63,Connecticut
May-22,310000,437711.41,Connecticut
Jun-22,333000,490462.24,Connecticut
Jul-22,340000,488122.6,Connecticut
Aug-22,331000,484793.62,Connecticut
Sep-22,320000,435715.64,Connecticut
Oct-22,320000,427087.92,Connecticut
Jan-01,210426.63,236289.09,Tolland
Feb-01,191959.63,213622.86,Tolland
Mar-01,210588.62,222117.34,Tolland
Apr-01,207348.79,218343.02,Tolland
May-01,224438.87,241021.46,Tolland
Jun-01,242986.87,249782.53,Tolland
Jul-01,246226.69,262496.29,Tolland
Aug-01,242905.87,275216.82,Tolland
Sep-01,246226.69,247902.27,Tolland
Oct-01,267285.55,260158.03,Tolland
Nov-01,238127.13,258505.23,Tolland
Dec-01,232376.44,244776.45,Tolland
Jan-02,215253.45,246906.61,Tolland
Feb-02,229603.68,297138.39,Tolland
Mar-02,223225.8,257107.14,Tolland
Apr-02,235503.22,245961.53,Tolland
May-02,241562.2,258082.29,Tolland
Jun-02,248737.32,259663.55,Tolland
Jul-02,271059.9,284650.99,Tolland
Aug-02,247142.85,265700.25,Tolland
Sep-02,271059.9,294305.89,Tolland
Oct-02,268588.47,288691.02,Tolland
Nov-02,262609.21,282153.11,Tolland
Dec-02,270262.66,324015.31,Tolland
Jan-03,249384.35,276448.36,Tolland
Feb-03,257177.61,289737.45,Tolland
Mar-03,247046.37,258715.98,Tolland
Apr-03,250943,269199.75,Tolland
May-03,264970.87,276220.05,Tolland
Jun-03,264892.94,294133.78,Tolland
Jul-03,276271.1,297957.15,Tolland
Aug-03,277050.42,315005.86,Tolland
Sep-03,270426.15,277362.91,Tolland
Oct-03,269646.83,288791.9,Tolland
Nov-03,278842.87,302820.5,Tolland
Dec-03,272764.13,289286.82,Tolland
Jan-04,230759.45,251528.98,Tolland
Feb-04,264158.85,272381.66,Tolland
Mar-04,250495.46,276955.09,Tolland
Apr-04,288449.32,321906.85,Tolland
May-04,275545.01,287544.26,Tolland
Jun-04,302112.71,321821.73,Tolland
Jul-04,318812.4,334505.41,Tolland
Aug-04,320330.56,341286,Tolland
Sep-04,302416.34,327881.04,Tolland
Oct-04,311221.63,325332.2,Tolland
Nov-04,318812.4,337806.88,Tolland
Dec-04,326403.18,334650.2,Tolland
Jan-05,301381.28,330897.93,Tolland
Feb-05,279056.74,294444.2,Tolland
Mar-05,293743.94,321635.69,Tolland
Apr-05,291540.86,305546.69,Tolland
May-05,330388.5,348841.03,Tolland
Jun-05,330461.93,343911.61,Tolland
Jul-05,315774.74,336490.87,Tolland
Aug-05,331196.29,350752.23,Tolland
Sep-05,337658.66,358630.88,Tolland
Oct-05,315774.74,346240.57,Tolland
Nov-05,311368.58,334586.81,Tolland
Dec-05,348086.57,364008.37,Tolland
Jan-06,337221.01,350099.51,Tolland
Feb-06,296932.34,319168.53,Tolland
Mar-06,320146.52,341873.94,Tolland
Apr-06,320146.52,336856.89,Tolland
May-06,321569.4,327706.3,Tolland
Jun-06,325838.02,339225.74,Tolland
Jul-06,327260.89,360311.04,Tolland
Aug-06,353317.26,370165.83,Tolland
Sep-06,335015.55,365951.11,Tolland
Oct-06,324059.43,325547.23,Tolland
Nov-06,319435.09,338969.11,Tolland
Dec-06,294534.8,305736.53,Tolland
Jan-07,325044.69,333730.53,Tolland
Feb-07,301530.82,305874.05,Tolland
Mar-07,329194.19,337188.85,Tolland
Apr-07,317990.53,332375.13,Tolland
May-07,311213,340811.97,Tolland
Jun-07,324906.37,336968,Tolland
Jul-07,343025.88,356614.48,Tolland
Aug-07,338876.38,347238.18,Tolland
Sep-07,318128.84,342187.97,Tolland
Oct-07,320895.18,331878.58,Tolland
Nov-07,325044.69,349232.6,Tolland
Dec-07,328502.61,341086.58,Tolland
Jan-08,293114.96,289535.35,Tolland
Feb-08,296445.81,315381.08,Tolland
Mar-08,293114.96,306844.42,Tolland
Apr-08,292981.72,305557.91,Tolland
May-08,324703.42,338593.35,Tolland
Jun-08,305106.02,335113.12,Tolland
Jul-08,304439.85,331113.28,Tolland
Aug-08,299776.66,325394.11,Tolland
Sep-08,293114.96,313181.42,Tolland
Oct-08,286453.25,302225.15,Tolland
Nov-08,279791.55,315067.17,Tolland
Dec-08,292981.72,314681.95,Tolland
Jan-09,259473.88,262131.47,Tolland
Feb-09,289378.81,294428.69,Tolland
Mar-09,299403.48,297207.17,Tolland
Apr-09,300740.1,298249.51,Tolland
May-09,287373.88,313286.44,Tolland
Jun-09,310764.77,316681.26,Tolland
Jul-09,307423.22,323407.7,Tolland
Aug-09,286037.25,289963.93,Tolland
Sep-09,291250.08,290339.58,Tolland
Oct-09,280623.93,298945.85,Tolland
Nov-09,284032.32,298637.6,Tolland
Dec-09,280690.76,287739.28,Tolland
Jan-10,257759.63,269470.26,Tolland
Feb-10,265650.23,292975.13,Tolland
Mar-10,263020.03,278090.12,Tolland
Apr-10,263020.03,276591.1,Tolland
May-10,298856.51,302091.31,Tolland
Jun-10,289322.03,328649.17,Tolland
Jul-10,280130.14,282619.25,Tolland
Aug-10,291228.93,295959.11,Tolland
Sep-10,269595.53,272380.73,Tolland
Oct-10,281694.45,331579.49,Tolland
Nov-10,297870.18,330253.85,Tolland
Dec-10,254143.1,282982.73,Tolland
Jan-11,248000.62,251973.54,Tolland
Feb-11,235887.48,242783.39,Tolland
Mar-11,290715.38,311042.59,Tolland
Apr-11,225686.94,276505.92,Tolland
May-11,265214.03,277263.16,Tolland
Jun-11,285870.13,328333.42,Tolland
Jul-11,281471.14,325046.92,Tolland
Aug-11,274139.51,283157.1,Tolland
Sep-11,291990.45,320568.61,Tolland
Oct-11,257563.63,276785.52,Tolland
Nov-11,233337.35,260402.79,Tolland
Dec-11,238883.89,245259.54,Tolland
Jan-12,203614.68,222065.99,Tolland
Feb-12,221727.64,265500.48,Tolland
Mar-12,208611.36,226517.06,Tolland
Apr-12,231096.41,251109.47,Tolland
May-12,251332.96,271309.55,Tolland
Jun-12,274692.44,278893.77,Tolland
Jul-12,272006.72,291392.56,Tolland
Aug-12,262325.66,283012.08,Tolland
Sep-12,242297.09,258104.25,Tolland
Oct-12,249833.96,249262.26,Tolland
Nov-12,261076.49,285124.8,Tolland
Dec-12,234219.34,265624.28,Tolland
Jan-13,217908.58,247045.92,Tolland
Feb-13,227757.55,247442.15,Tolland
Mar-13,230219.79,248528.92,Tolland
Apr-13,234528.72,249885.98,Tolland
May-13,237606.53,275915.73,Tolland
Jun-13,258535.6,277516.02,Tolland
Jul-13,273309.06,289601.9,Tolland
Aug-13,270785.26,287056.94,Tolland
Sep-13,264998.99,262430.83,Tolland
Oct-13,260997.84,284823.7,Tolland
Nov-13,227757.55,236248.41,Tolland
Dec-13,229173.34,259207.79,Tolland
Jan-14,236252.2,237859.98,Tolland
Feb-14,222319.38,253204.35,Tolland
Mar-14,205599.99,223562.92,Tolland
Apr-14,230194.45,252670.84,Tolland
May-14,237160.86,245862.74,Tolland
Jun-14,259211.07,325758.08,Tolland
Jul-14,271690.03,282376.16,Tolland
Aug-14,258362.99,269453.39,Tolland
Sep-14,247761.92,281905.83,Tolland
Oct-14,239886.85,254088.74,Tolland
Nov-14,232617.55,258939.57,Tolland
Dec-14,222016.49,236153.63,Tolland
Jan-15,229915.94,245689.28,Tolland
Feb-15,211764.68,247545.53,Tolland
Mar-15,209344.51,225264.7,Tolland
Apr-15,237781.48,245016.06,Tolland
May-15,223865.52,235638,Tolland
Jun-15,249277.28,273757.92,Tolland
Jul-15,260168.04,277555.02,Tolland
Aug-15,272268.88,279158.54,Tolland
Sep-15,245041.99,255883.15,Tolland
Oct-15,234151.23,247865.55,Tolland
Nov-15,238326.02,259470.45,Tolland
Dec-15,232941.15,247313.52,Tolland
Jan-16,193281.5,208388.91,Tolland
Feb-16,232057.29,240116.55,Tolland
Mar-16,182467.29,190568.81,Tolland
Apr-16,213894.21,231193.51,Tolland
May-16,258883.69,273408.9,Tolland
Jun-16,267367.76,266212.1,Tolland
Jul-16,248547.46,268328.61,Tolland
Aug-16,277524.74,283536.58,Tolland
Sep-16,253924.69,252934.03,Tolland
Oct-16,237135.78,264990.69,Tolland
Nov-16,234208.18,247158.49,Tolland
Dec-16,246755.05,271842.3,Tolland
Jan-17,207090.31,234295.39,Tolland
Feb-17,181350.27,202193.33,Tolland
Mar-17,216450.32,227754.86,Tolland
Apr-17,219258.33,246124.84,Tolland
May-17,207675.31,228122.71,Tolland
Jun-17,249795.37,264075.36,Tolland
Jul-17,262372.89,265843.4,Tolland
Aug-17,257400.39,269923.14,Tolland
Sep-17,228091.84,258159.37,Tolland
Oct-17,246870.37,265696.52,Tolland
Nov-17,246870.37,264334.34,Tolland
Dec-17,223470.34,240758.69,Tolland
Jan-18,228315.29,232197.11,Tolland
Feb-18,226659.17,243237.72,Tolland
Mar-18,211297.29,228391.67,Tolland
Apr-18,227287.35,241045.38,Tolland
May-18,228315.29,238016.48,Tolland
Jun-18,249730.55,265762.59,Tolland
Jul-18,245561.71,260912.62,Tolland
Aug-18,232998.09,264876.87,Tolland
Sep-18,232940.98,243830.08,Tolland
Oct-18,228429.5,247125.83,Tolland
Nov-18,224146.45,234363.3,Tolland
Dec-18,228429.5,239719.15,Tolland
Jan-19,201200.27,239820.22,Tolland
Feb-19,212179.63,214667.24,Tolland
Mar-19,233340.71,238018.02,Tolland
Apr-19,224253.88,232197.48,Tolland
May-19,246690.49,247028.25,Tolland
Jun-19,243998.1,251962.26,Tolland
Jul-19,252299.64,259629.87,Tolland
Aug-19,249046.34,253042.9,Tolland
Sep-19,238613.31,250940.33,Tolland
Oct-19,241754.44,242170.86,Tolland
Nov-19,241193.52,246689.06,Tolland
Dec-19,241193.52,242785.39,Tolland
Jan-20,251515.32,277119.18,Tolland
Feb-20,196392.47,220860.8,Tolland
Mar-20,254839.31,270719.28,Tolland
Apr-20,253177.31,271606.9,Tolland
May-20,260379.29,264385.74,Tolland
Jun-20,262041.3,271782.49,Tolland
Jul-20,276888.4,283300.49,Tolland
Aug-20,288079.2,290298.56,Tolland
Sep-20,264811.3,283186.54,Tolland
Oct-20,286915.8,298364.36,Tolland
Nov-20,283093.2,291739.19,Tolland
Dec-20,265919.3,280260.73,Tolland
Jan-21,266613,279933.64,Tolland
Feb-21,253965.05,257285.34,Tolland
Mar-21,248725.9,257812.24,Tolland
Apr-21,259310,273206,Tolland
May-21,287754.7,292293.22,Tolland
Jun-21,301646.3,311999.32,Tolland
Jul-21,291062.2,326216.47,Tolland
Aug-21,301646.3,317806.62,Tolland
Sep-21,280372.3,305668.43,Tolland
